code,name,cname,lower_name,code_full
CA,Caprivi,卡普里维,caprivi,NAM0000CA
ER,Erongo,埃龙戈,erongo,NAM0000ER
HA,Hardap,哈达普,hardap,NAM0000HA
KH,Khomas,霍马斯,khomas,NAM0000KH
KR,Karas,卡拉斯,karas,NAM0000KR
KU,Cunene,库内内,cunene,NAM0000KU
KV,Okavango,奥卡万戈,okavango,NAM0000KV
OJ,Otjozondjupa,奥乔宗蒂约巴,otjozondjupa,NAM0000OJ
OK,Omaheke,奥马赫科,omaheke,NAM0000OK
ON,Oshana,奥沙纳,oshana,NAM0000ON
OO,Oshikoto,奥希科托,oshikoto,NAM0000OO
OT,Omusati,奥姆沙蒂,omusati,NAM0000OT
OW,Ohangwena,奥汉圭纳,ohangwena,NAM0000OW
AJY,Agadez,阿加德兹,agadez,NER000AJY
DIF,Diffa,迪法,diffa,NER000DIF
DSS,Dosso,多索,dosso,NER000DSS
MFQ,Maradi,马拉迪,maradi,NER000MFQ
NIM,Niamey C.U.,尼亚美市,niamey c.u.,NER000NIM
THZ,Tahoua,塔瓦,tahoua,NER000THZ
TIL,Tillaberi,蒂拉贝里,tillaberi,NER000TIL
ZND,Zinder,津德尔,zinder,NER000ZND
ABV,Abuja,阿比亚,abuja,NGA000ABV
IBA,Ibadan,伊巴丹,ibadan,NGA000IBA
KAN,Kano,卡诺,kano,NGA000KAN
LOS,Lagos,拉各斯,lagos,NGA000LOS
OGB,Ogbomosho,奥博莫绍,ogbomosho,NGA000OGB
AN,Atlantico Norte,北大西洋,atlantico norte,NIC0000AN
AS,Atlantico Sur,南大西洋,atlantico sur,NIC0000AS
BO,Boaco,博阿科,boaco,NIC0000BO
CA,Carazo,卡拉索,carazo,NIC0000CA
CD,Chinandega,奇南德加,chinandega,NIC0000CD
CT,Chontales,琼塔莱斯,chontales,NIC0000CT
ES,Esteli,埃斯特利,esteli,NIC0000ES
GR,Granada,格拉纳达,granada,NIC0000GR
JI,Jinotega,希诺特加,jinotega,NIC0000JI
LE,Leon,莱昂,leon,NIC0000LE
MD,Madriz,马德里斯,madriz,NIC0000MD
MN,Managua,马那瓜,managua,NIC0000MN
MS,Masaya,马萨亚,masaya,NIC0000MS
MT,Matagalpa,马塔加尔帕,matagalpa,NIC0000MT
NS,Nueva Segovia,新塞哥维亚,nueva segovia,NIC0000NS
RV,Rivas,里瓦斯,rivas,NIC0000RV
SJ,Rio San Juan,圣胡安河,rio san juan,NIC0000SJ
AER,Almere,阿尔梅勒,almere,NLD000AER
AME,Amersfoort,阿默斯福特,amersfoort,NLD000AME
AMS,Amsterdam,阿姆斯特丹,amsterdam,NLD000AMS
APE,Apeldoorn,阿珀尔多伦,apeldoorn,NLD000APE
ARN,Arnhem,阿纳姆,arnhem,NLD000ARN
ASS,Assen,阿森,assen,NLD000ASS
BRD,Breda,布雷达,breda,NLD000BRD
DOR,Dordrecht,多德雷赫特,dordrecht,NLD000DOR
EDE,Ede,埃德,ede,NLD000EDE
EIN,Eindhoven,埃因霍芬,eindhoven,NLD000EIN
EMM,Emmen,埃门,emmen,NLD000EMM
ENS,Enschede,恩斯赫德,enschede,NLD000ENS
GRQ,Groningen,格罗宁根,groningen,NLD000GRQ
HAG,Hague,海牙,hague,NLD000HAG
HFD,Hoofddorp,霍夫多尔普,hoofddorp,NLD000HFD
HRA,Haarlem,哈勒姆,haarlem,NLD000HRA
HTB,'s-Hertogenbosch,斯海尔托亨博思,'s-hertogenbosch,NLD000HTB
LEY,Lelystad,莱利斯塔德,lelystad,NLD000LEY
LID,Leiden,莱顿,leiden,NLD000LID
LWR,Leeuwarden,吕伐登,leeuwarden,NLD000LWR
MDL,Middelburg,米德尔堡,middelburg,NLD000MDL
MST,Maastricht,马斯特里赫特,maastricht,NLD000MST
NIJ,Nijmegen,奈梅亨,nijmegen,NLD000NIJ
RTM,Rotterdam,鹿特丹,rotterdam,NLD000RTM
TLB,Tilburg,蒂尔堡,tilburg,NLD000TLB
UTC,Utrecht,乌得勒支,utrecht,NLD000UTC
ZTM,Zoetermeer,佐特尔梅,zoetermeer,NLD000ZTM
ZWO,Zwolle,兹沃勒,zwolle,NLD000ZWO
1,Ostfold,东福尔,ostfold,NOR000001
2,Akershus,阿克什胡斯,akershus,NOR000002
3,Oslo,奥斯陆市,oslo,NOR000003
4,Hedmark,海德马克,hedmark,NOR000004
5,Oppland,奥普兰,oppland,NOR000005
6,Buskerud,布斯克吕,buskerud,NOR000006
7,Vestfold,西福尔,vestfold,NOR000007
8,Telemark,泰勒马克,telemark,NOR000008
9,Aust-Agder,东阿格德尔,aust-agder,NOR000009
10,Vest-Agder,西阿格德尔,vest-agder,NOR000010
11,Rogaland,罗加兰,rogaland,NOR000011
12,Hordaland,霍达兰,hordaland,NOR000012
14,Sogn og Fjordane,松恩－菲尤拉讷,sogn og fjordane,NOR000014
15,More og Romsdal,默勒－鲁姆斯达尔,more og romsdal,NOR000015
16,Sor-Trondelag,南特伦德拉格,sor-trondelag,NOR000016
17,Nord-Trondelag,北特伦德拉格,nord-trondelag,NOR000017
18,Nordland,诺尔兰,nordland,NOR000018
19,Troms,特罗姆斯,troms,NOR000019
20,Finnmark,芬马克,finnmark,NOR000020
BA,Bagmati,巴格马蒂,bagmati,NPL0000BA
BH,Bheri,佩里,bheri,NPL0000BH
DH,Dhawalagiri,道拉吉里,dhawalagiri,NPL0000DH
GA,Gandaki,甘达基,gandaki,NPL0000GA
JA,Janakpur,贾纳克布尔,janakpur,NPL0000JA
KA,Karnali,格尔纳利,karnali,NPL0000KA
KO,Kosi,戈西,kosi,NPL0000KO
LU,Lumbini,蓝毗尼,lumbini,NPL0000LU
MA,Mahakali,马哈卡利,mahakali,NPL0000MA
ME,Mechi,梅吉,mechi,NPL0000ME
NA,Narayani,纳拉亚尼,narayani,NPL0000NA
RA,Rapti,拉布蒂,rapti,NPL0000RA
SA,Sogarmatha,萨加玛塔,sogarmatha,NPL0000SA
SE,Seti,塞蒂,seti,NPL0000SE
AUK,Auckland,奥克兰,auckland,NZL000AUK
BHE,Blenheim,布莱尼姆,blenheim,NZL000BHE
CHC,Christchurch,克赖斯特彻奇,christchurch,NZL000CHC
DUD,Dunedin,达尼丁,dunedin,NZL000DUD
FNR,Far North,北远,far north,NZL000FNR
GIS,Gisborne,吉斯伯恩,gisborne,NZL000GIS
GMN,Greymouth,格雷茅斯,greymouth,NZL000GMN
HAS,Hastings,黑斯廷斯,hastings,NZL000HAS
HLZ,Hamilton,哈密尔顿,hamilton,NZL000HLZ
IVC,Invercargill,因弗卡吉尔,invercargill,NZL000IVC
KAI,Kaipara,凯帕拉,kaipara,NZL000KAI
MNK,Manukau,马努考,manukau,NZL000MNK
NPE,Napier,内皮尔,napier,NZL000NPE
NPL,New Plymouth,新普利茅斯,new plymouth,NZL000NPL
NSH,North Shore,北岸,north shore,NZL000NSH
NSN,Nelson,纳尔逊,nelson,NZL000NSN
PMR,Palmerston North,北帕默斯顿,palmerston north,NZL000PMR
RMD,Richmond,里士满,richmond,NZL000RMD
STR,Stratford,斯特拉特福德,stratford,NZL000STR
TAU,Taumarunui,陶马鲁努伊,taumarunui,NZL000TAU
WAE,Waitakere,怀塔科拉,waitakere,NZL000WAE
WAG,Wanganui,旺格努伊,wanganui,NZL000WAG
WHK,Whakatane,瓦卡塔尼,whakatane,NZL000WHK
WRE,Whangarei,旺阿雷,whangarei,NZL000WRE
BA,Al-Batinah,巴提奈地区,al-batinah,OMN0000BA
DA,Ad-Dakhiliyah,内地地区,ad-dakhiliyah,OMN0000DA
MA,Masqat,马斯喀特省,masqat,OMN0000MA
MU,Musandam,穆桑达姆省,musandam,OMN0000MU
SH,Ash-Sharqiyah,东部地区,ash-sharqiyah,OMN0000SH
WU,Al-Wusta,中部地区,al-wusta,OMN0000WU
ZA,Az-Zahirah,达希莱地区,az-zahirah,OMN0000ZA
ZU,Zufar,佐法尔省,zufar,OMN0000ZU
GUJ,Gujranwala,故吉软瓦拉,gujranwala,PAK000GUJ
HDD,Hyderabad,海德拉巴,hyderabad,PAK000HDD
ISB,Islamabad,伊斯兰堡,islamabad,PAK000ISB
KCT,Karachi,卡拉奇,karachi,PAK000KCT
LHE,Lahore,拉合尔,lahore,PAK000LHE
LYP,Faisalabad,费萨拉巴德,faisalabad,PAK000LYP
MUX,Multan,木尔坦,multan,PAK000MUX
PEW,Peshawar,白沙瓦,peshawar,PAK000PEW
RWP,Rawalpindi,拉瓦尔品第,rawalpindi,PAK000RWP
AM,Amazonas,亚马孙,amazonas,PER0000AM
AN,Ancash,安卡什,ancash,PER0000AN
AP,Apurimac,阿普里马克,apurimac,PER0000AP
AR,Arequipa,阿雷基帕,arequipa,PER0000AR
AY,Ayacucho,阿亚库乔,ayacucho,PER0000AY
CJ,Cajamarca,卡哈马卡,cajamarca,PER0000CJ
CL,Callao,卡亚俄,callao,PER0000CL
CU,Cusco,库斯科,cusco,PER0000CU
HO,Huanuco,瓦努科,huanuco,PER0000HO
HV,Huancavelica,万卡维利卡,huancavelica,PER0000HV
IC,Ica,伊卡,ica,PER0000IC
JU,Junin,胡宁,junin,PER0000JU
LD,La Libertad,拉利伯塔德,la libertad,PER0000LD
LI,Lima,利马,lima,PER0000LI
LO,Loreto,洛雷托,loreto,PER0000LO
LY,Lambayeque,兰巴耶克,lambayeque,PER0000LY
MD,Madre de Dios,马德雷德迪奥斯,madre de dios,PER0000MD
MO,Moquegua,莫克瓜,moquegua,PER0000MO
PA,Pasco,帕斯科,pasco,PER0000PA
PI,Piura,皮乌拉,piura,PER0000PI
PU,Puno,普诺,puno,PER0000PU
SM,San Martin,圣马丁,san martin,PER0000SM
TA,Tacna,塔克纳,tacna,PER0000TA
TU,Tumbes,通贝斯,tumbes,PER0000TU
UC,Ucayali,乌卡亚利,ucayali,PER0000UC
CHI,Chincha Alta,钦查阿尔塔,chincha alta,PER000CHI
CHM,Chimbote,钦博特,chimbote,PER000CHM
JUL,Juliaca,胡利亚卡,juliaca,PER000JUL
SUL,Sullana,苏拉纳,sullana,PER000SUL
CAO,Caloocan,卡卢坎,caloocan,PHL000CAO
CEB,Cebu,宿务,cebu,PHL000CEB
DOR,Davao,达沃,davao,PHL000DOR
MNL,Manila,马尼拉,manila,PHL000MNL
BV,Bougainville,布干维尔,bougainville,PNG0000BV
EB,East New Britain,东新不列颠,east new britain,PNG0000EB
EH,Eastern Highlands,东部高地,eastern highlands,PNG0000EH
EN,Enga,恩加,enga,PNG0000EN
ES,East Sepik,东塞皮克,east sepik,PNG0000ES
GU,Gulf,海湾,gulf,PNG0000GU
MB,Milne Bay,米尔恩湾,milne bay,PNG0000MB
MD,Madang,马当,madang,PNG0000MD
MN,Manus,马努斯,manus,PNG0000MN
MR,Morobe,莫罗贝,morobe,PNG0000MR
NC,Port Moresby,莫尔兹比港,port moresby,PNG0000NC
NI,New Ireland,新爱尔兰,new ireland,PNG0000NI
NO,Northern,北部,northern,PNG0000NO
SA,Sandaun,桑道恩,sandaun,PNG0000SA
SH,Southern Highlands,南部高地,southern highlands,PNG0000SH
SI,Simbu,钦布,simbu,PNG0000SI
WB,West New Britain,西新不列颠,west new britain,PNG0000WB
WE,Western,西部,western,PNG0000WE
WH,Western Highlands,西部高地,western highlands,PNG0000WH
BAP,Biała Podlaska,比亚瓦波德拉斯卡,biała podlaska,POL000BAP
BIA,Białystok,比亚维斯托克,białystok,POL000BIA
BYT,Bytom,比托姆,bytom,POL000BYT
BZG,Bydgoszcz,比得哥什,bydgoszcz,POL000BZG
CHO,Chełm,海乌姆,chełm,POL000CHO
CHZ,Chorzow,霍茹夫,chorzow,POL000CHZ
CIE,Ciechanow,切哈努夫,ciechanow,POL000CIE
DAB,Dabrowa Gornicza,达布罗瓦戈尼察,dabrowa gornicza,POL000DAB
ELB,Elbląg,埃尔布隆格,elbląg,POL000ELB
GDN,Gdansk,格但斯克,gdansk,POL000GDN
GDY,Gdynia,格丁尼亚,gdynia,POL000GDY
GOW,Gorzow Wlkp,大波兰地区戈茹夫,gorzow wlkp,POL000GOW
GRU,Grudziadz,格鲁琼兹,grudziadz,POL000GRU
GWC,Gliwice,格利维采,gliwice,POL000GWC
IEG,Zielona Gora,绿山城,zielona gora,POL000IEG
JAW,Jaworzno,雅沃兹诺,jaworzno,POL000JAW
JEG,Jelenia Gora,耶莱尼亚古拉,jelenia gora,POL000JEG
KAL,Kalisz,卡利什,kalisz,POL000KAL
KLC,Kielce,凯尔采,kielce,POL000KLC
KON,Konin,科宁,konin,POL000KON
KRK,Krakow,克拉科夫,krakow,POL000KRK
KRO,Krosno,克罗斯诺,krosno,POL000KRO
KTW,Katowice,卡托维兹,katowice,POL000KTW
LEG,Legnica,莱格尼察,legnica,POL000LEG
LEZ,Leszno,莱什诺,leszno,POL000LEZ
LOD,Lodz,罗兹,lodz,POL000LOD
LUL,Lublin,卢布林,lublin,POL000LUL
MYL,Mysłowice,米什洛维采,mysłowice,POL000MYL
NOW,Nowy Sacz,新松奇,nowy sacz,POL000NOW
OLS,Olsztyn,奥尔什丁,olsztyn,POL000OLS
OPO,Opole,波莱,opole,POL000OPO
OSS,Ostrołeka,奥斯特罗文卡,ostrołeka,POL000OSS
OSZ,Koszalin,科沙林,koszalin,POL000OSZ
PIL,Piła,皮瓦,piła,POL000PIL
PIO,Piotrkow,彼得库夫,piotrkow,POL000PIO
PLO,Plock,普沃茨克,plock,POL000PLO
POZ,Poznan,波兹南,poznan,POL000POZ
PRZ,Przemysl,普热梅希尔,przemysl,POL000PRZ
QEP,Tarnobrzeg,塔尔诺布热格,tarnobrzeg,POL000QEP
QOY,Lomza,沃姆扎,lomza,POL000QOY
RDM,Radom,拉多姆,radom,POL000RDM
RDS,Ruda Sl,鲁达,ruda sl,POL000RDS
RZE,Rzeszow,热舒夫,rzeszow,POL000RZE
SDC,Siedlce,谢德尔采,siedlce,POL000SDC
SIR,Sieradz,谢拉兹,sieradz,POL000SIR
SKI,Skierniewice,斯凯尔涅维采,skierniewice,POL000SKI
SLP,Slupsk,斯武普斯克,slupsk,POL000SLP
SOP,Sopot,索波特,sopot,POL000SOP
SOW,Siemianowice Sl,希米亚诺维采,siemianowice sl,POL000SOW
SWC,Sosnowiec,索斯诺维茨,sosnowiec,POL000SWC
SWI,Swinoujscie,希维诺乌伊希切,swinoujscie,POL000SWI
SWL,Suwałki,苏瓦乌基,suwałki,POL000SWL
SWT,Swietochłowice,希维托赫洛维采,swietochłowice,POL000SWT
SZZ,Szczecin,什切青,szczecin,POL000SZZ
TAR,Tarnow,塔尔努夫,tarnow,POL000TAR
TOR,Torun,托伦,torun,POL000TOR
TYY,Tychy,特切,tychy,POL000TYY
WAW,Warszawa,华沙,warszawa,POL000WAW
WLO,Wlocławek,弗沃茨瓦韦克,wlocławek,POL000WLO
WRO,Wroclaw,弗罗茨瓦夫,wroclaw,POL000WRO
WZH,Walbrzych,瓦乌布日赫,walbrzych,POL000WZH
ZAB,Zabrze,扎布热,zabrze,POL000ZAB
ZAM,Zamosc,扎莫希奇,zamosc,POL000ZAM
CHO,Ch'ongjin,清津,ch'ongjin,PRK000CHO
FNJ,Pyongyang,平壤,pyongyang,PRK000FNJ
HAE,Haeju,海州,haeju,PRK000HAE
HAM,Hamhung,咸兴,hamhung,PRK000HAM
HYE,Hyesan,惠山,hyesan,PRK000HYE
KAN,Kanggye,江界,kanggye,PRK000KAN
KSN,Kaesong,开城,kaesong,PRK000KSN
NAM,Namp'o,南浦,namp'o,PRK000NAM
NAS,Naseon,罗先,naseon,PRK000NAS
SAR,Sariwon,沙里院,sariwon,PRK000SAR
SII,Sinuiju,新义州,sinuiju,PRK000SII
WON,Wonsan,元山,wonsan,PRK000WON
AAT,Alto Alentejo,上阿连特茹,alto alentejo,PRT000AAT
AES,Ave,万福,ave,PRT000AES
ALC,Alentejo Central,中阿连特茹,alentejo central,PRT000ALC
ALL,Alentejo Litoral,滨海阿连特茹,alentejo litoral,PRT000ALL
ATM,Alto Tros-os-Montes,上特拉斯山,alto tros-os-montes,PRT000ATM
BAL,Baixo Alentejo,下阿连特茹,baixo alentejo,PRT000BAL
BIN,Beira Interior Norte,内贝拉北,beira interior norte,PRT000BIN
BIS,Beira Interior Sul,内贝拉南,beira interior sul,PRT000BIS
BMO,Baixo Mondego,下蒙德古,baixo mondego,PRT000BMO
BVO,Baixo Vouga,下伏日,baixo vouga,PRT000BVO
CAV,Cavado,卡瓦多,cavado,PRT000CAV
CLB,Cova da Beira,科瓦贝拉,cova da beira,PRT000CLB
EDV,Entre Douro e Vouga,恩特拉杜罗伏日,entre douro e vouga,PRT000EDV
FAO,Faro,法鲁,faro,PRT000FAO
FUN,Funchal,丰沙尔,funchal,PRT000FUN
LIS,Lisboa,里斯本,lisboa,PRT000LIS
LTE,Leziria do Tejo,利巴特茹,leziria do tejo,PRT000LTE
MDR,Douro,杜罗,douro,PRT000MDR
MLI,Minho-Lima,米尼奥-利马,minho-lima,PRT000MLI
MTE,Medio Tejo,梅地奥特茹,medio tejo,PRT000MTE
OES,Western,西部,western,PRT000OES
PDL,Ponta Delgada,蓬塔德尔加达,ponta delgada,PRT000PDL
PIN,Pinhal Interior Norte,内皮尼亚尔北,pinhal interior norte,PRT000PIN
PIS,Pinhal Interior Sul,内皮尼亚尔南,pinhal interior sul,PRT000PIS
PLT,Pinhal Litoral,滨海皮尼亚尔,pinhal litoral,PRT000PLT
PSE,Peninsula de Setubal,塞图巴尔半岛,peninsula de setubal,PRT000PSE
SES,Serra da Estrela,山后,serra da estrela,PRT000SES
TAM,Tamega,塔梅加,tamega,PRT000TAM
VDP,Porto,波尔图,porto,PRT000VDP
AG,Alto Paraguay,上巴拉圭,alto paraguay,PRY0000AG
AM,Amambay,阿曼拜,amambay,PRY0000AM
AN,Alto Parana,上巴拉那,alto parana,PRY0000AN
AS,Asuncion,亚松森特别区,asuncion,PRY0000AS
BO,Boqueron,博克龙,boqueron,PRY0000BO
CC,Concepcion,康塞普西翁,concepcion,PRY0000CC
CD,Cordillera,科迪勒拉,cordillera,PRY0000CD
CE,Central,中央,central,PRY0000CE
CG,Caaguazu,卡瓜苏,caaguazu,PRY0000CG
CN,Canindeyu,卡嫩迪尤,canindeyu,PRY0000CN
CZ,Caazapa,卡萨帕,caazapa,PRY0000CZ
GU,Guaira,瓜伊拉,guaira,PRY0000GU
IT,Itapua,伊塔普亚,itapua,PRY0000IT
MI,Misiones,米西奥内斯,misiones,PRY0000MI
NE,Neembucu,涅恩布库,neembucu,PRY0000NE
PA,Paraguari,巴拉瓜里,paraguari,PRY0000PA
PH,Presidente Hayes,阿耶斯总统省,presidente hayes,PRY0000PH
SP,San Pedro,圣佩德罗,san pedro,PRY0000SP
GZ,Gaza Strip,加沙地带,gaza strip,PSE0000GZ
WE,West Bank,西岸,west bank,PSE0000WE
DW,Ad Dawhah,多哈,ad dawhah,QAT0000DW
GW,Al Ghuwariyah,古韦里耶,al ghuwariyah,QAT0000GW
JB,Jariyan al Batnah,杰里扬拜特奈,jariyan al batnah,QAT0000JB
JM,Al Jumaliyah,朱迈利耶,al jumaliyah,QAT0000JM
KR,Al Khawr,豪尔,al khawr,QAT0000KR
MS,Northern,北部,northern,QAT0000MS
RN,Ar Rayyan,赖扬,ar rayyan,QAT0000RN
UL,Umm Salal,乌姆锡拉勒,umm salal,QAT0000UL
WK,Al Wakrah,沃克拉,al wakrah,QAT0000WK
AD,Alexandria,亚厉山德里亚,alexandria,ROU0000AD
AL,Alba Iulia,阿尔巴尤利亚,alba iulia,ROU0000AL
AR,Arad,阿拉德,arad,ROU0000AR
BA,Bacau,巴克乌,bacau,ROU0000BA
BC,Bucuresti,布加勒斯特,bucuresti,ROU0000BC
BL,Braila,布勒伊拉,braila,ROU0000BL
BM,Baia Mare,巴亚马雷,baia mare,ROU0000BM
BN,Bistrita,比斯特里察,bistrita,ROU0000BN
BO,Botosani,博托沙尼,botosani,ROU0000BO
BS,Brasov,布拉索夫,brasov,ROU0000BS
BZ,Buzau,布泽乌,buzau,ROU0000BZ
CN,Cluj-Napoca,克卢日纳波卡,cluj-napoca,ROU0000CN
CR,Calarasi,克勒拉希,calarasi,ROU0000CR
CT,Constanta,康斯坦察,constanta,ROU0000CT
DE,Deva,德瓦,deva,ROU0000DE
DO,Craiova,克拉约瓦,craiova,ROU0000DO
DT,Drobeta-Turnu Severin,德罗贝塔-塞维林堡,drobeta-turnu severin,ROU0000DT
FO,Focsani,福克沙尼,focsani,ROU0000FO
GG,Giurgiu,久尔久,giurgiu,ROU0000GG
GL,Galati,加拉茨,galati,ROU0000GL
IS,Iasi,雅西,iasi,ROU0000IS
MC,Miercurea-Ciuc,梅尔库里亚丘克,miercurea-ciuc,ROU0000MC
OR,Oradea,奥拉迪亚,oradea,ROU0000OR
PI,Pitesti,皮特什蒂,pitesti,ROU0000PI
PL,Ploiesti,普洛耶什蒂,ploiesti,ROU0000PL
PN,Piatra Neamt,皮亚特拉尼亚姆茨,piatra neamt,ROU0000PN
RE,Resita,雷希察,resita,ROU0000RE
SB,Slobozia,斯洛博齐亚,slobozia,ROU0000SB
SG,Sfantu-Gheorghe,圣格奥尔基,sfantu-gheorghe,ROU0000SG
SM,Satu Mare,萨图·马雷,satu mare,ROU0000SM
SO,Sibiu,锡比乌,sibiu,ROU0000SO
ST,Slatina,斯拉蒂纳,slatina,ROU0000ST
SU,Suceava,苏恰瓦,suceava,ROU0000SU
TA,Targovişte,特尔戈维什泰,targovişte,ROU0000TA
TI,Timisoara,蒂米什瓦拉,timisoara,ROU0000TI
TJ,Tirgu-Jiu,特尔古日乌,tirgu-jiu,ROU0000TJ
TM,Tirgu Mures,特尔古穆列什,tirgu mures,ROU0000TM
TU,Tulcea,图尔恰,tulcea,ROU0000TU
VA,Vaslui,瓦斯卢伊,vaslui,ROU0000VA
VI,XRimnicu Vilcea,勒姆尼库沃尔恰,xrimnicu vilcea,ROU0000VI
ZA,Zalau,扎勒乌,zalau,ROU0000ZA
IN,Magas,马加斯,magas,RUS0000IN
ABA,Abakan,阿巴坎,abakan,RUS000ABA
AGI,Aginskoye,阿金斯科耶,aginskoye,RUS000AGI
ARK,Arkhangelsk,阿尔汉格尔斯克,arkhangelsk,RUS000ARK
AST,Astrakhan,阿斯特拉罕,astrakhan,RUS000AST
BAX,Barnaul,巴尔瑙尔,barnaul,RUS000BAX
BBZ,Birobidzan,比罗比詹,birobidzan,RUS000BBZ
BEL,Belgorod,别尔哥罗德,belgorod,RUS000BEL
BQS,Blagoveshchensk,布拉戈维申斯克,blagoveshchensk,RUS000BQS
BRY,Bryansk,布良斯克,bryansk,RUS000BRY
CHE,Chelyabinsk,车里雅宾斯克,chelyabinsk,RUS000CHE
CHI,Chita,赤塔,chita,RUS000CHI
CKS,Cherkessk,切尔克斯克,cherkessk,RUS000CKS
COK,Chabarovsk,伯力,chabarovsk,RUS000COK
CSY,Cheboksary,切博克萨雷,cheboksary,RUS000CSY
DYR,Anadyr,阿纳德尔,anadyr,RUS000DYR
ESL,Elista,埃利斯塔,elista,RUS000ESL
GOA,Gorno-Altajsk,戈尔诺－阿尔泰斯克,gorno-altajsk,RUS000GOA
GOJ,Niznij Novgorod,下诺夫哥罗德,niznij novgorod,RUS000GOJ
GRV,Grozny,格罗兹尼,grozny,RUS000GRV
IJK,Izhevsk,伊热夫斯克,izhevsk,RUS000IJK
IKT,Irkutsk,伊尔库茨克,irkutsk,RUS000IKT
IVO,Ivanovo,伊万诺沃,ivanovo,RUS000IVO
JAK,Jakutsk,雅库茨克,jakutsk,RUS000JAK
JAR,Jaroslavl,雅罗斯拉夫尔,jaroslavl,RUS000JAR
JEK,Jekaterinburg,叶卡捷林堡,jekaterinburg,RUS000JEK
JSA,Juzno-Sachalinsk,南萨哈林斯克,juzno-sachalinsk,RUS000JSA
KEM,Kemerovo,克麦罗沃,kemerovo,RUS000KEM
KGD,Kaliningrad,加里宁格勒,kaliningrad,RUS000KGD
KHM,Khanty-Mansiysk,汉特－曼西斯克,khanty-mansiysk,RUS000KHM
KIR,Kirov,基洛夫,kirov,RUS000KIR
KLF,Kaluga,卡卢加,kaluga,RUS000KLF
KOS,Kostroma,科斯特罗马,kostroma,RUS000KOS
KRO,Kurgan,库尔干,kurgan,RUS000KRO
KRR,Krasnodar,克拉斯诺达尔,krasnodar,RUS000KRR
KUD,Kudymkar,库德姆卡尔,kudymkar,RUS000KUD
KYA,Krasnojarsk,克拉斯诺亚尔斯克,krasnojarsk,RUS000KYA
KYZ,Kyzyl,克孜勒,kyzyl,RUS000KYZ
KZN,Kazan,喀山,kazan,RUS000KZN
LIP,Lipeck,利佩茨克,lipeck,RUS000LIP
LNX,Smolensk,斯摩棱斯克,smolensk,RUS000LNX
MAG,Magadan,马加丹,magadan,RUS000MAG
MAY,Maykop,迈科普,maykop,RUS000MAY
MCX,Makhachkala,马哈奇卡拉,makhachkala,RUS000MCX
MMK,Murmansk,摩尔曼斯克,murmansk,RUS000MMK
MOW,Moscow,莫斯科,moscow,RUS000MOW
NAL,Nalchik,纳尔奇克,nalchik,RUS000NAL
NNM,Naryan-Mar,纳里扬马尔,naryan-mar,RUS000NNM
NVS,Novosibirsk,新西伯利亚,novosibirsk,RUS000NVS
OMS,Omsk,鄂木斯克,omsk,RUS000OMS
ORE,Orenburg,奥伦堡,orenburg,RUS000ORE
ORL,Orel,奥廖尔,orel,RUS000ORL
PAL,Palana,帕拉纳,palana,RUS000PAL
PER,Perm,彼尔姆,perm,RUS000PER
PES,Petrozavodsk,彼得罗扎沃茨克,petrozavodsk,RUS000PES
PKC,Petropavlovsk-Kamchatskiy,彼得罗巴甫洛夫斯克,petropavlovsk-kamchatskiy,RUS000PKC
PNZ,Penza,奔萨,penza,RUS000PNZ
PSK,Pskov,普斯科夫,pskov,RUS000PSK
ROS,Rostov-na-Donu,顿河畔罗斯托夫,rostov-na-donu,RUS000ROS
RYA,Ryazan,梁赞,ryazan,RUS000RYA
SAM,Samara,萨马拉,samara,RUS000SAM
SAR,Saratov,萨拉托夫,saratov,RUS000SAR
SCW,Syktyvkar,瑟克特夫卡尔,syktyvkar,RUS000SCW
SKX,Saransk,萨兰斯克,saransk,RUS000SKX
SLY,Salekhard,萨列哈尔德,salekhard,RUS000SLY
SPE,St. Peterburg,圣彼得堡,st. peterburg,RUS000SPE
STA,Stavropol,斯塔夫罗波尔,stavropol,RUS000STA
TAM,Tambov,坦波夫,tambov,RUS000TAM
TOM,Tomsk,托木斯克,tomsk,RUS000TOM
TUL,Tula,图拉,tula,RUS000TUL
TVE,Tver,特维尔,tver,RUS000TVE
TYU,Tyumen,秋明,tyumen,RUS000TYU
UFA,Ufa,乌法,ufa,RUS000UFA
ULY,Uljanovsk,乌里扬诺夫斯克,uljanovsk,RUS000ULY
UOB,Ust-Ordynsky,乌斯季奥尔登斯基,ust-ordynsky,RUS000UOB
URS,Kursk,库尔斯克,kursk,RUS000URS
UUD,Ulan-Ude,乌兰乌德,ulan-ude,RUS000UUD
VLA,Vladikavkaz,弗拉季高加索,vladikavkaz,RUS000VLA
VLG,Vologda,沃洛格达,vologda,RUS000VLG
VMR,Vladimir,弗拉基米尔,vladimir,RUS000VMR
VOG,Volgograd,伏尔加格勒,volgograd,RUS000VOG
VOR,Voronezh,沃罗涅什,voronezh,RUS000VOR
VUS,Velikij Novgorod,诺夫哥罗德,velikij novgorod,RUS000VUS
VVO,Vladivostok,海参崴,vladivostok,RUS000VVO
YOL,Yoshkar-Ola,约什卡尔奥拉,yoshkar-ola,RUS000YOL
BU,Butare,布塔雷,butare,RWA0000BU
BY,Byumba,比温巴,byumba,RWA0000BY
CY,Cyangugu,尚古古,cyangugu,RWA0000CY
GK,Gikongoro,吉孔戈罗,gikongoro,RWA0000GK
